InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
554325,23206,LUNCH BAG APPLE DESIGN,30,5/23/2011 15:38,1.65,12621,Germany
554325,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,5/23/2011 15:38,1.65,12621,Germany
554325,23209,LUNCH BAG DOILEY PATTERN ,20,5/23/2011 15:38,1.65,12621,Germany
554325,23108,SET OF 10 LED DOLLY LIGHTS,2,5/23/2011 15:38,6.25,12621,Germany
554325,23079,TOADSTOOL BEDSIDE LIGHT ,2,5/23/2011 15:38,8.95,12621,Germany
554325,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,5/23/2011 15:38,0.85,12621,Germany
554325,22908,PACK OF 20 NAPKINS RED APPLES,12,5/23/2011 15:38,0.85,12621,Germany
554325,22383,LUNCH BAG SUKI DESIGN ,10,5/23/2011 15:38,1.65,12621,Germany
554325,20725,LUNCH BAG RED RETROSPOT,10,5/23/2011 15:38,1.65,12621,Germany
554325,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,5/23/2011 15:38,2.95,12621,Germany
554325,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,5/23/2011 15:38,2.95,12621,Germany
554325,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,5/23/2011 15:38,2.55,12621,Germany
554325,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,5/23/2011 15:38,2.55,12621,Germany
554325,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,5/23/2011 15:38,3.75,12621,Germany
554325,79191C,RETRO PLASTIC ELEPHANT TRAY,12,5/23/2011 15:38,0.85,12621,Germany
554325,21556,CERAMIC STRAWBERRY MONEY BOX,6,5/23/2011 15:38,2.55,12621,Germany
554325,22244,3 HOOK HANGER MAGIC GARDEN,12,5/23/2011 15:38,1.95,12621,Germany
554325,21212,PACK OF 72 RETROSPOT CAKE CASES,24,5/23/2011 15:38,0.55,12621,Germany
554325,84086C,PINK/PURPLE RETRO RADIO,6,5/23/2011 15:38,2.95,12621,Germany
554325,POST,POSTAGE,3,5/23/2011 15:38,18,12621,Germany
C554336,23199,JUMBO BAG APPLES,-2,5/23/2011 17:20,2.08,12474,Germany
C554336,23126,FELTCRAFT GIRL AMELIE KIT,-1,5/23/2011 17:20,4.95,12474,Germany
C554336,22431,WATERING CAN BLUE ELEPHANT,-1,5/23/2011 17:20,1.95,12474,Germany
C554336,22433,WATERING CAN GREEN DINOSAUR,-1,5/23/2011 17:20,1.95,12474,Germany
554356,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,24,5/24/2011 9:25,1.65,12670,France
554356,23191,BUNDLE OF 3 RETRO NOTE BOOKS,24,5/24/2011 9:25,1.65,12670,France
554356,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,24,5/24/2011 9:25,1.65,12670,France
554356,23206,LUNCH BAG APPLE DESIGN,20,5/24/2011 9:25,1.65,12670,France
554356,20725,LUNCH BAG RED RETROSPOT,10,5/24/2011 9:25,1.65,12670,France
554356,21936,RED RETROSPOT PICNIC BAG,10,5/24/2011 9:25,2.95,12670,France
554356,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,5/24/2011 9:25,2.55,12670,France
554356,22740,POLKADOT PEN,48,5/24/2011 9:25,0.85,12670,France
554356,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,5/24/2011 9:25,2.95,12670,France
554356,22970,LONDON BUS COFFEE MUG,6,5/24/2011 9:25,2.55,12670,France
554356,22303,COFFEE MUG APPLES DESIGN,6,5/24/2011 9:25,2.55,12670,France
554356,23084,RABBIT NIGHT LIGHT,18,5/24/2011 9:25,2.08,12670,France
554356,POST,POSTAGE,2,5/24/2011 9:25,18,12670,France
554363,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,5/24/2011 10:19,3.25,12647,Germany
554363,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,5/24/2011 10:19,3.25,12647,Germany
554363,20725,LUNCH BAG RED RETROSPOT,10,5/24/2011 10:19,1.65,12647,Germany
554363,22244,3 HOOK HANGER MAGIC GARDEN,12,5/24/2011 10:19,1.95,12647,Germany
554363,22505,MEMO BOARD COTTAGE DESIGN,4,5/24/2011 10:19,4.95,12647,Germany
554363,22427,ENAMEL FLOWER JUG CREAM,3,5/24/2011 10:19,5.95,12647,Germany
554363,21154,RED RETROSPOT OVEN GLOVE ,10,5/24/2011 10:19,1.25,12647,Germany
554363,47559B,TEA TIME OVEN GLOVE,10,5/24/2011 10:19,1.25,12647,Germany
554363,21936,RED RETROSPOT PICNIC BAG,10,5/24/2011 10:19,2.95,12647,Germany
554363,20726,LUNCH BAG WOODLAND,10,5/24/2011 10:19,1.65,12647,Germany
554363,47341A,FUSCHIA TABLE RUN FLOWER ,12,5/24/2011 10:19,1.25,12647,Germany
554363,47341B,BLUE TABLE RUN FLOWER,12,5/24/2011 10:19,1.25,12647,Germany
554363,22077,6 RIBBONS RUSTIC CHARM,12,5/24/2011 10:19,1.65,12647,Germany
554363,22968,ROSE COTTAGE KEEPSAKE BOX ,2,5/24/2011 10:19,9.95,12647,Germany
554363,POST,POSTAGE,2,5/24/2011 10:19,18,12647,Germany
554555,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/25/2011 10:08,1.65,12437,France
554555,21094,SET/6 RED SPOTTY PAPER PLATES,36,5/25/2011 10:08,0.85,12437,France
554555,21086,SET/6 RED SPOTTY PAPER CUPS,36,5/25/2011 10:08,0.65,12437,France
554555,22544,MINI JIGSAW SPACEBOY,24,5/25/2011 10:08,0.42,12437,France
554555,22423,REGENCY CAKESTAND 3 TIER,4,5/25/2011 10:08,12.75,12437,France
554555,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,5/25/2011 10:08,9.95,12437,France
554555,22027,TEA PARTY BIRTHDAY CARD,12,5/25/2011 10:08,0.42,12437,France
554555,84988,SET OF 72 PINK HEART PAPER DOILIES,12,5/25/2011 10:08,1.45,12437,France
554555,22776,SWEETHEART CAKESTAND 3 TIER,2,5/25/2011 10:08,9.95,12437,France
554555,POST,POSTAGE,2,5/25/2011 10:08,18,12437,France
554555,22437,SET OF 9 BLACK SKULL BALLOONS,40,5/25/2011 10:08,0.85,12437,France
554648,23084,RABBIT NIGHT LIGHT,24,5/25/2011 12:44,1.79,12562,France
554648,20750,RED RETROSPOT MINI CASES,2,5/25/2011 12:44,7.95,12562,France
554648,21931,JUMBO STORAGE BAG SUKI,10,5/25/2011 12:44,2.08,12562,France
554648,20712,JUMBO BAG WOODLAND ANIMALS,10,5/25/2011 12:44,2.08,12562,France
554648,23199,JUMBO BAG APPLES,10,5/25/2011 12:44,2.08,12562,France
554648,22385,JUMBO BAG SPACEBOY DESIGN,10,5/25/2011 12:44,2.08,12562,France
554648,85099B,JUMBO BAG RED RETROSPOT,10,5/25/2011 12:44,2.08,12562,France
554648,21936,RED RETROSPOT PICNIC BAG,5,5/25/2011 12:44,2.95,12562,France
554648,20726,LUNCH BAG WOODLAND,10,5/25/2011 12:44,1.65,12562,France
554648,22630,DOLLY GIRL LUNCH BOX,12,5/25/2011 12:44,1.95,12562,France
554648,22629,SPACEBOY LUNCH BOX ,12,5/25/2011 12:44,1.95,12562,France
554648,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/25/2011 12:44,1.65,12562,France
554648,20665,RED RETROSPOT PURSE ,6,5/25/2011 12:44,2.95,12562,France
554648,22637,PIGGY BANK RETROSPOT ,4,5/25/2011 12:44,2.55,12562,France
554648,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,5/25/2011 12:44,4.95,12562,France
554648,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,5/25/2011 12:44,8.5,12562,France
554648,23206,LUNCH BAG APPLE DESIGN,10,5/25/2011 12:44,1.65,12562,France
554648,22556,PLASTERS IN TIN CIRCUS PARADE ,12,5/25/2011 12:44,1.65,12562,France
554648,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/25/2011 12:44,1.65,12562,France
554648,22744,MAKE YOUR OWN MONSOON CARD KIT,6,5/25/2011 12:44,2.95,12562,France
554648,POST,POSTAGE,3,5/25/2011 12:44,18,12562,France
554650,23084,RABBIT NIGHT LIGHT,24,5/25/2011 12:54,1.79,12681,France
554650,23199,JUMBO BAG APPLES,10,5/25/2011 12:54,2.08,12681,France
554650,23200,JUMBO BAG PEARS,10,5/25/2011 12:54,2.08,12681,France
554650,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,5/25/2011 12:54,1.65,12681,France
554650,23206,LUNCH BAG APPLE DESIGN,10,5/25/2011 12:54,1.65,12681,France
554650,23209,LUNCH BAG DOILEY PATTERN ,20,5/25/2011 12:54,1.65,12681,France
554650,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,5/25/2011 12:54,0.83,12681,France
554650,23076,ICE CREAM SUNDAE LIP GLOSS,24,5/25/2011 12:54,1.25,12681,France
554650,23078,ICE CREAM PEN LIP GLOSS ,24,5/25/2011 12:54,1.25,12681,France
554650,22431,WATERING CAN BLUE ELEPHANT,6,5/25/2011 12:54,1.95,12681,France
554650,22432,WATERING CAN PINK BUNNY,6,5/25/2011 12:54,1.95,12681,France
554650,21731,RED TOADSTOOL LED NIGHT LIGHT,12,5/25/2011 12:54,1.65,12681,France
554650,16236,KITTY PENCIL ERASERS,28,5/25/2011 12:54,0.21,12681,France
554650,16238,PARTY TIME PENCIL ERASERS,28,5/25/2011 12:54,0.21,12681,France
554650,16237,SLEEPING CAT ERASERS,30,5/25/2011 12:54,0.21,12681,France
554650,20749,ASSORTED COLOUR MINI CASES,2,5/25/2011 12:54,7.95,12681,France
554650,20750,RED RETROSPOT MINI CASES,2,5/25/2011 12:54,7.95,12681,France
554650,22975,SPACEBOY CHILDRENS EGG CUP,12,5/25/2011 12:54,1.25,12681,France
554650,22977,DOLLY GIRL CHILDRENS EGG CUP,12,5/25/2011 12:54,1.25,12681,France
554650,21156,RETROSPOT CHILDRENS APRON,8,5/25/2011 12:54,1.95,12681,France
554650,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,5/25/2011 12:54,4.15,12681,France
554650,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,5/25/2011 12:54,2.55,12681,France
554650,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,5/25/2011 12:54,1.65,12681,France
554650,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,5/25/2011 12:54,2.55,12681,France
554650,21949,SET OF 6 STRAWBERRY CHOPSTICKS,12,5/25/2011 12:54,1.25,12681,France
554650,21121,SET/10 RED POLKADOT PARTY CANDLES,24,5/25/2011 12:54,1.25,12681,France
554650,21693,SMALL HAMMERED SILVER CANDLEPOT ,6,5/25/2011 12:54,2.95,12681,France
554650,22840,ROUND CAKE TIN VINTAGE RED,2,5/25/2011 12:54,7.95,12681,France
554650,35809A,ENAMEL PINK TEA CONTAINER,12,5/25/2011 12:54,0.83,12681,France
554650,POST,POSTAGE,3,5/25/2011 12:54,18,12681,France
554651,22690,DOORMAT HOME SWEET HOME BLUE ,4,5/25/2011 12:55,7.95,12779,Poland
554651,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,5/25/2011 12:55,0.83,12779,Poland
554651,22993,SET OF 4 PANTRY JELLY MOULDS,24,5/25/2011 12:55,1.25,12779,Poland
554651,22961,JAM MAKING SET PRINTED,48,5/25/2011 12:55,1.45,12779,Poland
554651,23299,FOOD COVER WITH BEADS SET 2 ,12,5/25/2011 12:55,3.75,12779,Poland
554651,20712,JUMBO BAG WOODLAND ANIMALS,10,5/25/2011 12:55,2.08,12779,Poland
554651,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,5/25/2011 12:55,2.08,12779,Poland
554651,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/25/2011 12:55,1.65,12779,Poland
554651,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,5/25/2011 12:55,1.65,12779,Poland
554651,22553,PLASTERS IN TIN SKULLS,12,5/25/2011 12:55,1.65,12779,Poland
554651,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,5/25/2011 12:55,1.95,12779,Poland
554651,23108,SET OF 10 LED DOLLY LIGHTS,4,5/25/2011 12:55,6.25,12779,Poland
554651,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16,5/25/2011 12:55,2.95,12779,Poland
554651,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,5/25/2011 12:55,4.95,12779,Poland
554651,22061,LARGE CAKE STAND  HANGING STRAWBERY,4,5/25/2011 12:55,9.95,12779,Poland
554651,37449,CERAMIC CAKE STAND + HANGING CAKES,4,5/25/2011 12:55,9.95,12779,Poland
554651,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,5/25/2011 12:55,0.85,12779,Poland
554651,22624,IVORY KITCHEN SCALES,4,5/25/2011 12:55,8.5,12779,Poland
554651,22627,MINT KITCHEN SCALES,2,5/25/2011 12:55,8.5,12779,Poland
554651,22625,RED KITCHEN SCALES,2,5/25/2011 12:55,8.5,12779,Poland
554651,22979,PANTRY WASHING UP BRUSH,12,5/25/2011 12:55,1.45,12779,Poland
554651,22795,SWEETHEART RECIPE BOOK STAND,2,5/25/2011 12:55,6.75,12779,Poland
554651,22796,PHOTO FRAME 3 CLASSIC HANGING,4,5/25/2011 12:55,9.95,12779,Poland
554651,23110,PARISIENNE KEY CABINET ,2,5/25/2011 12:55,5.75,12779,Poland
554651,22169,FAMILY ALBUM WHITE PICTURE FRAME,6,5/25/2011 12:55,8.5,12779,Poland
554651,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,5/25/2011 12:55,6.75,12779,Poland
554651,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,5/25/2011 12:55,8.5,12779,Poland
554654,15056BL,EDWARDIAN PARASOL BLACK,3,5/25/2011 13:34,5.95,12815,Poland
554654,15056N,EDWARDIAN PARASOL NATURAL,3,5/25/2011 13:34,5.95,12815,Poland
554654,22617,BAKING SET SPACEBOY DESIGN,3,5/25/2011 13:34,4.95,12815,Poland
554654,22138,BAKING SET 9 PIECE RETROSPOT ,3,5/25/2011 13:34,4.95,12815,Poland
554654,22745,POPPY'S PLAYHOUSE BEDROOM ,6,5/25/2011 13:34,2.1,12815,Poland
554654,22748,POPPY'S PLAYHOUSE KITCHEN,6,5/25/2011 13:34,2.1,12815,Poland
554654,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,5/25/2011 13:34,2.1,12815,Poland
554654,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,5/25/2011 13:34,3.25,12815,Poland
554654,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,5/25/2011 13:34,1.45,12815,Poland
554654,21896,POTTING SHED TWINE,6,5/25/2011 13:34,2.1,12815,Poland
554654,22960,JAM MAKING SET WITH JARS,6,5/25/2011 13:34,4.25,12815,Poland
554654,22961,JAM MAKING SET PRINTED,12,5/25/2011 13:34,1.45,12815,Poland
554654,22962,JAM JAR WITH PINK LID,12,5/25/2011 13:34,0.85,12815,Poland
554654,22963,JAM JAR WITH GREEN LID,12,5/25/2011 13:34,0.85,12815,Poland
554654,22980,PANTRY SCRUBBING BRUSH,12,5/25/2011 13:34,1.65,12815,Poland
554654,22979,PANTRY WASHING UP BRUSH,12,5/25/2011 13:34,1.45,12815,Poland
554654,84968A,SET OF 16 VINTAGE ROSE CUTLERY,2,5/25/2011 13:34,12.75,12815,Poland
554654,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2,5/25/2011 13:34,12.75,12815,Poland
554654,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,2,5/25/2011 13:34,12.75,12815,Poland
554654,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,5/25/2011 13:34,4.25,12815,Poland
554654,21868,POTTING SHED TEA MUG,12,5/25/2011 13:34,1.25,12815,Poland
554654,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,5/25/2011 13:34,3.75,12815,Poland
554654,16014,SMALL CHINESE STYLE SCISSOR,20,5/25/2011 13:34,0.42,12815,Poland
554654,16016,LARGE CHINESE STYLE SCISSOR,10,5/25/2011 13:34,0.85,12815,Poland
554654,22312,OFFICE MUG WARMER POLKADOT,6,5/25/2011 13:34,2.95,12815,Poland
554654,23165,LARGE CERAMIC TOP STORAGE JAR,12,5/25/2011 13:34,1.65,12815,Poland
554654,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,5/25/2011 13:34,1.25,12815,Poland
554654,23167,SMALL CERAMIC TOP STORAGE JAR ,12,5/25/2011 13:34,0.83,12815,Poland
554654,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,5/25/2011 13:34,3.95,12815,Poland
554654,22993,SET OF 4 PANTRY JELLY MOULDS,12,5/25/2011 13:34,1.25,12815,Poland
554654,POST,POSTAGE,3,5/25/2011 13:34,40,12815,Poland
554699,23084,RABBIT NIGHT LIGHT,6,5/26/2011 9:17,2.08,12613,Germany
554699,23199,JUMBO BAG APPLES,20,5/26/2011 9:17,2.08,12613,Germany
554699,23200,JUMBO BAG PEARS,20,5/26/2011 9:17,2.08,12613,Germany
554699,23298,SPOTTY BUNTING,3,5/26/2011 9:17,4.95,12613,Germany
554699,23201,JUMBO BAG ALPHABET,10,5/26/2011 9:17,2.08,12613,Germany
554699,23202,JUMBO BAG VINTAGE LEAF,10,5/26/2011 9:17,2.08,12613,Germany
554699,21556,CERAMIC STRAWBERRY MONEY BOX,6,5/26/2011 9:17,2.55,12613,Germany
554699,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/26/2011 9:17,1.65,12613,Germany
554699,22556,PLASTERS IN TIN CIRCUS PARADE ,12,5/26/2011 9:17,1.65,12613,Germany
554699,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,5/26/2011 9:17,2.95,12613,Germany
554699,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,5/26/2011 9:17,2.95,12613,Germany
554699,20665,RED RETROSPOT PURSE ,6,5/26/2011 9:17,2.95,12613,Germany
554699,85099F,JUMBO BAG STRAWBERRY,10,5/26/2011 9:17,2.08,12613,Germany
554699,21668,RED STRIPE CERAMIC DRAWER KNOB,12,5/26/2011 9:17,1.25,12613,Germany
554699,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,5/26/2011 9:17,4.15,12613,Germany
554699,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,5/26/2011 9:17,4.15,12613,Germany
554699,23256,CHILDRENS CUTLERY SPACEBOY ,4,5/26/2011 9:17,4.15,12613,Germany
554699,21558,SKULL LUNCH BOX WITH CUTLERY ,6,5/26/2011 9:17,2.55,12613,Germany
554699,21930,JUMBO STORAGE BAG SKULLS,10,5/26/2011 9:17,2.08,12613,Germany
554699,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,5/26/2011 9:17,2.55,12613,Germany
554699,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,5/26/2011 9:17,2.55,12613,Germany
554699,POST,POSTAGE,3,5/26/2011 9:17,18,12613,Germany
554700,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,5/26/2011 9:18,4.95,12613,Germany
554700,22467,GUMBALL COAT RACK,36,5/26/2011 9:18,2.1,12613,Germany
554700,20665,RED RETROSPOT PURSE ,6,5/26/2011 9:18,2.95,12613,Germany
554700,22027,TEA PARTY BIRTHDAY CARD,12,5/26/2011 9:18,0.42,12613,Germany
554700,22028,PENNY FARTHING BIRTHDAY CARD,12,5/26/2011 9:18,0.42,12613,Germany
554700,21930,JUMBO STORAGE BAG SKULLS,10,5/26/2011 9:18,2.08,12613,Germany
554711,22128,PARTY CONES CANDY ASSORTED,12,5/26/2011 10:41,1.25,12654,Germany
554711,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,5/26/2011 10:41,2.55,12654,Germany
554711,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,5/26/2011 10:41,2.55,12654,Germany
554711,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,5/26/2011 10:41,3.75,12654,Germany
554711,22138,BAKING SET 9 PIECE RETROSPOT ,3,5/26/2011 10:41,4.95,12654,Germany
554711,22617,BAKING SET SPACEBOY DESIGN,3,5/26/2011 10:41,4.95,12654,Germany
554711,22668,PINK BABY BUNTING,5,5/26/2011 10:41,2.95,12654,Germany
554711,POST,POSTAGE,1,5/26/2011 10:41,18,12654,Germany
554713,20719,WOODLAND CHARLOTTE BAG,10,5/26/2011 10:43,0.85,12654,Germany
554713,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/26/2011 10:43,1.65,12654,Germany
554713,22556,PLASTERS IN TIN CIRCUS PARADE ,12,5/26/2011 10:43,1.65,12654,Germany
554794,23209,LUNCH BAG DOILEY PATTERN ,10,5/26/2011 12:41,1.65,12720,Germany
554794,23203,JUMBO BAG DOILEY PATTERNS,10,5/26/2011 12:41,2.08,12720,Germany
554794,22963,JAM JAR WITH GREEN LID,12,5/26/2011 12:41,0.85,12720,Germany
554794,22962,JAM JAR WITH PINK LID,12,5/26/2011 12:41,0.85,12720,Germany
554794,22961,JAM MAKING SET PRINTED,12,5/26/2011 12:41,1.45,12720,Germany
554794,23118,PARISIENNE JEWELLERY DRAWER ,2,5/26/2011 12:41,7.5,12720,Germany
554794,23111,PARISIENNE SEWING BOX,2,5/26/2011 12:41,12.5,12720,Germany
554794,23112,PARISIENNE CURIO CABINET,2,5/26/2011 12:41,7.5,12720,Germany
554794,23110,PARISIENNE KEY CABINET ,2,5/26/2011 12:41,5.75,12720,Germany
554794,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,5/26/2011 12:41,0.29,12720,Germany
554794,21986,PACK OF 12 PINK POLKADOT TISSUES,24,5/26/2011 12:41,0.29,12720,Germany
554794,85017B,ENVELOPE 50 BLOSSOM IMAGES,24,5/26/2011 12:41,0.42,12720,Germany
554794,21088,SET/6 FRUIT SALAD PAPER CUPS,24,5/26/2011 12:41,0.19,12720,Germany
554794,21096,SET/6 FRUIT SALAD  PAPER PLATES,24,5/26/2011 12:41,0.39,12720,Germany
554794,POST,POSTAGE,2,5/26/2011 12:41,18,12720,Germany
554826,20725,LUNCH BAG RED RETROSPOT,10,5/26/2011 14:53,1.65,12493,France
554826,22384,LUNCH BAG PINK POLKADOT,10,5/26/2011 14:53,1.65,12493,France
554826,23209,LUNCH BAG DOILEY PATTERN ,10,5/26/2011 14:53,1.65,12493,France
554826,21937,STRAWBERRY   PICNIC BAG,5,5/26/2011 14:53,2.95,12493,France
554826,22383,LUNCH BAG SUKI DESIGN ,10,5/26/2011 14:53,1.65,12493,France
554826,20728,LUNCH BAG CARS BLUE,10,5/26/2011 14:53,1.65,12493,France
554826,22431,WATERING CAN BLUE ELEPHANT,12,5/26/2011 14:53,1.95,12493,France
554826,22456,NATURAL SLATE CHALKBOARD LARGE ,6,5/26/2011 14:53,4.95,12493,France
554826,23206,LUNCH BAG APPLE DESIGN,10,5/26/2011 14:53,1.65,12493,France
554826,22848,BREAD BIN DINER STYLE PINK,1,5/26/2011 14:53,16.95,12493,France
554826,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,5/26/2011 14:53,6.35,12493,France
554826,C2,CARRIAGE,2,5/26/2011 14:53,18,12493,France
554840,20974,12 PENCILS SMALL TUBE SKULL,24,5/26/2011 17:16,0.65,12684,France
554840,22491,PACK OF 12 COLOURED PENCILS,24,5/26/2011 17:16,0.85,12684,France
554840,22489,PACK OF 12 TRADITIONAL CRAYONS,144,5/26/2011 17:16,0.36,12684,France
554840,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,5/26/2011 17:16,0.42,12684,France
554840,21917,SET 12 KIDS  WHITE CHALK STICKS,24,5/26/2011 17:16,0.42,12684,France
554840,22492,MINI PAINT SET VINTAGE ,72,5/26/2011 17:16,0.65,12684,France
554840,21915,RED  HARMONICA IN BOX ,24,5/26/2011 17:16,1.25,12684,France
554840,22557,PLASTERS IN TIN VINTAGE PAISLEY ,24,5/26/2011 17:16,1.65,12684,France
554840,22556,PLASTERS IN TIN CIRCUS PARADE ,12,5/26/2011 17:16,1.65,12684,France
554840,22728,ALARM CLOCK BAKELIKE PINK,8,5/26/2011 17:16,3.75,12684,France
554840,22273,FELTCRAFT DOLL MOLLY,24,5/26/2011 17:16,2.95,12684,France
554840,22437,SET OF 9 BLACK SKULL BALLOONS,20,5/26/2011 17:16,0.85,12684,France
554840,POST,POSTAGE,2,5/26/2011 17:16,18,12684,France
554861,23199,JUMBO BAG APPLES,10,5/27/2011 10:29,2.08,12633,Germany
554861,23201,JUMBO BAG ALPHABET,10,5/27/2011 10:29,2.08,12633,Germany
554861,23204,CHARLOTTE BAG APPLES DESIGN,10,5/27/2011 10:29,0.85,12633,Germany
554861,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,5/27/2011 10:29,4.15,12633,Germany
554861,22939,APRON APPLE DELIGHT,4,5/27/2011 10:29,4.95,12633,Germany
554861,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,5/27/2011 10:29,1.65,12633,Germany
554861,22896,PEG BAG APPLES DESIGN,6,5/27/2011 10:29,2.55,12633,Germany
554861,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,5/27/2011 10:29,3.25,12633,Germany
554861,22897,OVEN MITT APPLES DESIGN,10,5/27/2011 10:29,1.45,12633,Germany
554861,23049,RECYCLED ACAPULCO MAT RED,2,5/27/2011 10:29,8.25,12633,Germany
554861,23053,RECYCLED ACAPULCO MAT PINK,2,5/27/2011 10:29,8.25,12633,Germany
554861,23054,RECYCLED ACAPULCO MAT LAVENDER,2,5/27/2011 10:29,8.25,12633,Germany
554861,22303,COFFEE MUG APPLES DESIGN,6,5/27/2011 10:29,2.55,12633,Germany
554861,22908,PACK OF 20 NAPKINS RED APPLES,12,5/27/2011 10:29,0.85,12633,Germany
554861,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,5/27/2011 10:29,4.95,12633,Germany
554861,22318,FIVE HEART HANGING DECORATION,6,5/27/2011 10:29,2.95,12633,Germany
554861,22894,TABLECLOTH RED APPLES DESIGN ,2,5/27/2011 10:29,9.95,12633,Germany
554861,21394,RED POLKADOT BEAKER ,48,5/27/2011 10:29,0.39,12633,Germany
554861,21395,BLUE POLKADOT BEAKER ,48,5/27/2011 10:29,0.39,12633,Germany
554861,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,5/27/2011 10:29,0.83,12633,Germany
554861,23200,JUMBO BAG PEARS,20,5/27/2011 10:29,2.08,12633,Germany
554861,23084,RABBIT NIGHT LIGHT,6,5/27/2011 10:29,2.08,12633,Germany
554861,23108,SET OF 10 LED DOLLY LIGHTS,2,5/27/2011 10:29,6.25,12633,Germany
554861,21558,SKULL LUNCH BOX WITH CUTLERY ,6,5/27/2011 10:29,2.55,12633,Germany
554861,21747,SMALL SKULL WINDMILL,12,5/27/2011 10:29,1.25,12633,Germany
554861,21934,SKULL SHOULDER BAG,10,5/27/2011 10:29,1.65,12633,Germany
554861,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,5/27/2011 10:29,2.95,12633,Germany
554861,21408,SPOTTY PINK DUCK DOORSTOP,3,5/27/2011 10:29,4.25,12633,Germany
554861,21746,SMALL RED RETROSPOT WINDMILL,12,5/27/2011 10:29,1.25,12633,Germany
554861,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,5/27/2011 10:29,2.55,12633,Germany
554861,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,5/27/2011 10:29,1.65,12633,Germany
554861,22505,MEMO BOARD COTTAGE DESIGN,4,5/27/2011 10:29,4.95,12633,Germany
